Year,Quarter,STATE,Production,In Bottles & Cans,In Kegs,"Tax-Determined,
Premises Use","For Export,
Vessels &
Aircraft","Consumed On
Brewery
Premises","Stocks On Hand
End-of-Month",Brewery Count
2019,Q2,Connecticut,"59,618.11","27,932.47","13,131.92","8,848.28",,793.55,"21,210.55",149
2019,Q2,Delaware,,,,"3,930.66",0,,,43
2019,Q2,District of Columbia,"9,489.35",,,"4,863.21",0,0,"3,617.45",15
2019,Q2,Florida,,,"300,386.06","48,433.40","18,418.32","2,016.10","584,506.42",464
2019,Q2,Georgia,"4,086,221.70","3,602,069.71","149,150.66","20,712.67",,662.9,"903,011.62",158
2019,Q2,Hawaii,"22,608.29",,"9,027.99","3,115.36",,216.29,"7,113.43",43
2019,Q2,Idaho,"11,442.35","5,021.02","4,430.04","4,162.85",0,,"5,895.80",101
2019,Q2,Illinois,"463,395.06","340,890.77","51,574.17","34,525.07",,"1,391.60","91,384.20",372
2019,Q2,Indiana,"57,336.22","17,370.54","13,461.31","15,158.31",0,209.94,"23,749.72",261
2019,Q2,Iowa,"34,798.51","7,261.32","5,007.90","18,635.02",,186.82,"10,888.51",137
2019,Q2,Kansas,"8,786.70",,"1,862.07","4,202.22",,71.78,"3,668.76",78
2019,Q2,Kentucky,"56,285.35","46,225.99","7,272.03","8,251.91",0,143.97,"31,088.25",105
2019,Q2,Louisiana,"54,293.80",,,"16,819.59",,410.75,,60
2019,Q2,Maine,"63,551.61","19,712.79","27,623.15","11,908.25",0,163.82,"23,307.97",268
2019,Q2,Maryland,"99,434.48","77,446.18","20,021.40","8,890.06",,"1,089.24","25,300.64",159
2019,Q2,Massachusetts,"181,356.84","94,774.62","45,613.94","23,834.53",,239.28,"46,790.96",186
2019,Q2,Michigan,"440,544.26","277,282.02","102,538.75","36,191.84",,"1,436.82","138,788.85",577
2019,Q2,Minnesota,"327,967.45","273,451.76","41,202.22","25,028.87",,364.58,"76,928.16",267
2019,Q2,Mississippi,"5,707.49",,,"3,159.42",,,"1,646.29",22
2019,Q2,Missouri,,,,"9,166.46",,825.9,,192
2019,Q2,Montana,"50,021.75","18,762.60","10,994.77","15,089.25",,852.11,"20,318.29",121
2019,Q2,Nebraska,"14,781.78",,"2,542.69","7,890.49",0,243.28,"4,944.93",67
2019,Q2,Nevada,"20,759.56","4,052.00","6,563.71","6,677.07",0,0,"5,445.31",65
2019,Q2,New Hampshire,,,,"12,757.82",0,283.71,,175
2019,Q2,New Jersey,,,,"19,095.94",,611.13,,143
2019,Q2,New Mexico,"36,986.10","15,509.41","10,787.26","7,580.43",,112.13,"9,539.31",618
2019,Q2,New York,"2,576,223.43","2,205,746.12","133,930.90","44,576.12",,"1,057.30","631,595.08",125
2019,Q2,North Carolina,"366,980.46","271,973.67","82,997.78","44,267.81",,790.06,"154,547.46",443
2019,Q2,North Dakota,"3,236.19",0,,"2,756.27",0,48.91,"1,221.29",29
2019,Q2,Ohio,"4,836,794.13","4,295,578.18","339,368.50","36,600.01",,"1,046.63","918,185.30",437
2019,Q2,Oklahoma,"7,158.66",,293.93,"6,178.13",0,145.37,"2,288.33",76
2019,Q2,Oregon,"455,422.92","279,213.23","96,707.93","38,982.16",,"1,458.02","133,343.11",406
2019,Q2,Pennsylvania,"1,783,960.84","1,382,507.82","213,083.80","22,614.69",,"1,554.70","470,676.03",560
2019,Q2,Rhode Island,"27,200.85","13,588.76","6,119.20","6,714.71",0,,"6,316.01",40
2019,Q2,South Carolina,"27,550.17","5,794.98","4,727.51","12,491.60",,399.46,"16,094.62",115
2019,Q2,South Dakota,"4,406.90",,,"3,332.74",0,,"1,732.84",45
2019,Q2,Tennessee,"765,339.30","637,679.39","11,054.79","16,822.91",0,873.72,"179,714.24",174
2019,Q2,Texas,"5,187,121.12","4,511,303.89","268,562.27","54,927.12",,"2,055.38","1,056,924.83",466
2019,Q2,Utah,"53,665.82","29,692.01","10,804.18","4,794.09",0,145.92,"17,933.74",54
2019,Q2,Vermont,"95,613.15","47,012.67","17,570.41","8,281.08",,13.17,"21,552.55",100
2019,Q2,Virginia,"4,284,889.99","3,566,139.32","314,472.39","45,636.34","114,145.46",350.93,"717,662.43",383
2019,Q2,Washington,"174,361.65","53,749.70","59,330.68","42,998.52",,968.06,"47,222.99",600
2019,Q2,West Virginia,"3,527.89",,"1,102.79","2,030.70",0,,"1,738.22",34
2019,Q2,Wisconsin,"2,925,344.00","2,385,460.00",,"21,764.00","11,309.21",237.13,"2,624,853.00",346
2019,Q2,Wyoming,"14,227.30",,"5,848.00","2,676.70",,294.96,"3,140.50",51
2019,Q3,Alabama,"19,946.14",,"2,472.43","12,707.98",0,156.9,"7,058.28",66
2019,Q3,Alaska,"45,124.01",,"14,936.89","8,288.06",,227.97,,59
2019,Q3,Arizona,"52,398.36","16,334.52","17,914.21","12,736.50",0,625.69,"9,982.50",157
2019,Q3,Arkansas,"9,986.56",,"1,208.18","4,963.13",0,42.66,"3,211.07",58
2019,Q3,California,"5,404,249.85","4,252,067.63","503,582.51","113,005.56",,"4,179.33","1,264,697.23",1370
2019,Q3,Colorado,"5,375,855.97","4,589,749.24","388,330.22","52,039.14",,"3,172.51","1,604,657.25",544
2019,Q3,Connecticut,"65,965.71","34,582.47","14,056.90","10,049.71",,860.15,"22,633.36",149
2019,Q3,Delaware,,,,"4,126.78",0,205.31,,43
2019,Q3,District of Columbia,"4,156.47",0,0,"4,147.20",0,0,"2,209.73",15
2019,Q3,Florida,,,"273,789.85","42,214.62",,"1,850.88","505,545.06",464
2019,Q3,Georgia,"3,490,608.71","3,115,693.75","108,957.53","16,744.04",,560.6,"873,924.64",158
2019,Q3,Hawaii,"20,846.14",,"8,929.74","2,581.14",,196.71,"6,781.32",43
2019,Q3,Idaho,"11,914.21","5,707.21","4,443.54","4,312.36",0,196.37,"6,602.62",101
2019,Q3,Illinois,"433,718.54","332,421.36","50,731.80","34,823.06",,"1,075.13","87,006.06",372
2019,Q3,Indiana,"47,382.79","16,653.34","13,321.10","15,038.98",0,239.68,"21,852.03",261
2019,Q3,Iowa,"34,275.57","8,398.92","5,001.38","17,089.78",,221.08,"10,861.47",137
2019,Q3,Kansas,"8,739.49",,"2,164.83","4,336.18",0,217.72,"3,425.97",78
2019,Q3,Kentucky,"49,029.92","42,363.76","6,966.93","9,798.92",0,449.71,"25,786.82",105
2019,Q3,Louisiana,"47,125.66",,,"15,580.95",,257.84,,60
2019,Q3,Maine,"66,710.96","22,110.04","27,302.65","14,170.22",,203.91,"24,707.62",268
2019,Q3,Maryland,"100,205.04","84,050.63","18,155.09","8,460.67",,"1,363.24","20,241.60",159
2019,Q3,Massachusetts,"139,305.98","71,720.25","37,832.62","26,089.24",281.61,243.93,"40,477.57",186
2019,Q3,Michigan,"405,487.21","247,384.12","84,641.02","40,761.81",,"1,640.41","134,548.85",577
2019,Q3,Minnesota,"533,079.69",,"42,823.85","29,241.29",,416.65,"105,712.47",267
2019,Q3,Mississippi,"5,531.66",,,"3,093.34",,,"1,413.72",22
2019,Q3,Missouri,,,,"9,154.53",,785.4,,192
2019,Q3,Montana,"48,439.11","17,958.70","10,817.47","16,043.03",,731.61,"13,929.43",121
2019,Q3,Nebraska,"14,269.35",,"2,306.09","7,650.77",0,218.42,"5,742.38",67
2019,Q3,Nevada,"20,421.22","4,493.27","6,064.10","5,823.95",0,0,"3,653.90",65
2019,Q3,New Hampshire,,,,"14,898.74",0,501.9,,175
2019,Q3,New Jersey,,,,"20,908.62",,499.46,,143
2019,Q3,New Mexico,"35,724.09","14,847.55","9,756.92","8,281.69",0,,"15,315.05",618
2019,Q3,New York,"2,414,551.37","2,008,527.08","126,313.20","43,134.30",,"1,363.12","619,224.98",125
2019,Q3,North Carolina,"356,839.06","255,725.61","74,584.25","41,899.26",,655.56,"159,955.41",443
2019,Q3,North Dakota,"3,264.63",0,,"2,547.42",0,42.17,"1,609.64",29
2019,Q3,Ohio,"4,806,037.28","4,207,824.69","356,451.28","39,133.70",,"1,156.77","858,338.64",437
2019,Q3,Oklahoma,"7,479.62",,359.29,"5,939.73",0,199.75,"2,755.66",76
2019,Q3,Oregon,"413,162.11","253,668.46","91,820.03","38,024.79",688.19,"1,504.82","124,632.93",406
2019,Q3,Pennsylvania,"1,802,747.38","1,442,297.04","226,164.68","24,391.90",,"1,776.23","445,677.52",560
2019,Q3,Rhode Island,"25,915.54","12,401.75","6,308.14","7,682.51",0,,"4,257.71",40
2019,Q3,South Carolina,"24,155.94","4,653.66","3,375.42","12,587.33",,321.95,"16,267.56",115
2019,Q3,South Dakota,"5,447.83",,,"3,261.40",0,,"2,175.19",45
2019,Q3,Tennessee,"821,762.20","773,737.59","7,688.46","16,947.66",,946.55,"172,043.71",174
2019,Q3,Texas,"5,234,896.91","4,426,447.10","256,704.75","55,026.20",,"1,824.41","973,695.98",466
2019,Q3,Utah,"37,626.24","19,765.65","8,602.09","5,360.28",,,"13,384.45",54
2019,Q3,Vermont,"93,920.32","45,931.97","18,027.58","8,941.88",0,53.18,"22,930.88",100
2019,Q3,Virginia,"4,022,305.02","3,385,871.24","294,382.36","44,595.39","122,944.68",891.51,"674,610.63",383
2019,Q3,Washington,"172,197.77","57,634.56","54,816.69","44,166.09",,885.44,"42,406.95",600
2019,Q3,West Virginia,"3,871.29",,"1,113.43","2,505.11",0,,"2,007.31",34
2019,Q3,Wisconsin,"2,686,477.00","2,292,470.00",,"23,188.00","5,114.00",180.13,"746,558.75",346
2019,Q3,Wyoming,"16,855.01",,"5,891.64","4,103.25",,336.96,"3,616.40",51
2019,Q4,Missouri,,,,"8,987.02",,982.6,,192
2020,Q4,Missouri,,,,"8,162.56",,337.64,,212
2021,Q4,Missouri,,,,"12,225.31",,805.37,,230
2022,Q4,Missouri,,,,"12,457.97",,,,249
2015,Q4,Montana,"38,455.20","15,570.17","12,178.56","5,906.51",0,754.75,"14,708.86",74
2016,Q4,Montana,,,,,,,,79
2017,Q4,Montana,,,,,,,,98
2018,Q4,Montana,,,,,,,,108
2019,Q4,Montana,"37,456.85","12,025.10","8,453.31","11,956.31",,534.84,"18,520.73",121
2020,Q4,Montana,"35,698.25","14,221.74","5,864.72","11,164.32",0,384.92,"14,489.04",128
2021,Q4,Montana,"33,246.17","12,034.44","6,899.93","9,751.44",0,586.12,"14,960.82",137
2022,Q4,Montana,"35,209.90","15,569.51","8,620.18","8,515.44",0,480.86,"14,942.15",139
2015,Q4,Nebraska,"5,557.70","1,593.02","1,938.54","1,687.30",0,177,"2,587.86",39
2016,Q4,Nebraska,,,,,,,,47
2017,Q4,Nebraska,,,,,,,,53
2018,Q4,Nebraska,,,,,,,,60
2019,Q4,Nebraska,"13,342.77",,"2,141.02","6,333.26",0,161.74,"4,853.63",67
2020,Q4,Nebraska,"11,739.08",,"1,008.25","6,753.77",0,139.1,"4,385.66",73
2021,Q4,Nebraska,"12,822.25",,"1,585.08","8,060.59",0,188.57,"5,210.92",78
2022,Q4,Nebraska,"9,257.63",,954.01,"6,720.76",,31.54,"3,772.04",82
2015,Q4,Nevada,"8,548.98",,"1,314.35","5,078.98",0,,"2,655.15",39
2016,Q4,Nevada,,,,,,,,44
2017,Q4,Nevada,,,,,,,,46
2018,Q4,Nevada,,,,,,,,50
2019,Q4,Nevada,"20,117.24","4,899.02","6,793.66","5,056.30",0,,"3,631.15",65
2020,Q4,Nevada,"17,796.13","6,285.89","3,852.52","4,096.47",0,,"3,582.34",71
2021,Q4,Nevada,"16,661.00",,,"6,262.00",,,"4,745.90",73
2022,Q4,Nevada,"13,142.74",,,"6,252.67",,0,"3,067.17",72
2015,Q4,New Hampshire,,,,"2,571.21",,67.88,,71
2016,Q4,New Hampshire,,,,,,,,96
2017,Q4,New Hampshire,,,,,,,,123
2018,Q4,New Hampshire,,,,,,,,146
2020,Q4,New Hampshire,,,,"13,567.66",0,517.65,,186
2021,Q4,New Hampshire,,,,"13,106.45",,230.65,,198
2022,Q4,New Hampshire,,,,"13,838.29",0,356.15,,211
2015,Q4,New Jersey,,,,"5,694.01",,724.67,,71
2016,Q4,New Jersey,,,,,,,,86
2017,Q4,New Jersey,,,,,,,,110
2018,Q4,New Jersey,,,,,,,,124
2019,Q4,New Jersey,,,,"18,763.65",,432.01,,175
2020,Q4,New Jersey,"1,177,955.21","1,266,283.20",,"21,524.55",0,556.15,"218,933.70",151
2021,Q4,New Jersey,"830,940.43","826,565.82",,"23,013.50",,419.75,,155
2022,Q4,New Jersey,"745,061.23","759,980.23",,"22,668.26",,317.54,"207,792.95",161
2015,Q4,New Mexico,"20,487.76","7,765.33","6,892.07","3,274.83",,346.18,"5,009.28",329
2016,Q4,New Mexico,,,,,,,,394
2017,Q4,New Mexico,,,,,,,,471
2018,Q4,New Mexico,,,,,,,,532
2019,Q4,New Mexico,"32,143.51","13,875.13","8,762.87","7,931.26",,86.43,"13,989.38",143
2020,Q4,New Mexico,"28,581.67","17,173.45","3,344.28","5,541.89",0,88.85,"14,009.80",666
2021,Q4,New Mexico,"30,803.44","12,478.17","7,304.42","5,854.46",0,235.67,"14,957.68",720
2022,Q4,New Mexico,"24,904.29","12,082.32","5,885.52","5,832.70",0,135.65,"14,804.58",762
2020,Q1,Alabama,"14,574.47",,"1,803.56","9,326.44",0,,"5,225.90",68
2020,Q1,Alaska,"41,961.81",,"7,719.58","8,510.14",0,112.76,"16,420.08",66
2020,Q1,Arizona,"111,256.23","81,743.06","19,818.27","11,889.21",0,401.89,"39,882.37",170
2020,Q1,Arkansas,"8,710.60",,,"4,682.35",0,38.61,"3,207.99",70
2020,Q1,California,"4,523,044.00","3,467,291.92","381,632.94","93,191.00","251,491.27","2,365.00","1,319,146.83",1465
2020,Q1,Colorado,"5,021,441.81","4,048,530.35","305,665.30","35,618.03","4,003.20","1,486.91","1,596,195.64",561
2020,Q1,Connecticut,"47,557.21","22,395.87","8,001.89","10,565.60",0,307.17,"20,950.17",162
2020,Q1,Delaware,,,,"3,180.68",,,,47
2020,Q1,District of Columbia,"6,739.81",,,"3,053.71",0,,"3,185.90",17
2020,Q1,Florida,,,"249,867.77","42,810.93",,"1,473.92","531,486.74",500
2020,Q1,Georgia,"3,206,626.13","2,743,715.12","101,039.26","19,417.39",,558.1,"827,544.34",186
2020,Q1,Hawaii,"13,934.87",,"6,677.60","2,766.03",0,,"4,615.78",44
2020,Q1,Idaho,"8,899.42","5,272.23","3,108.33","3,506.70",,,"6,804.69",118
2020,Q1,Illinois,"399,159.44","325,098.53","38,488.55","28,068.15",,628.29,"73,718.30",405
2020,Q1,Indiana,"42,324.92","15,740.46","11,613.90","10,956.96",0,174.11,"19,178.76",277
2020,Q1,Iowa,"30,296.71",,"3,775.04","13,877.48",,115.56,"9,990.17",149
2020,Q1,Kansas,"6,804.15",,"1,546.44","3,133.88",0,157.36,"3,252.22",78
2020,Q1,Kentucky,"47,179.78","36,922.46","5,150.35","6,113.86",0,,"36,121.65",118
2020,Q1,Louisiana,"51,044.68",,,"18,551.90",,210.12,"24,329.93",68
2020,Q1,Maine,"51,074.12","19,062.02","19,945.39","10,835.57",0,85.46,"22,922.53",293
2020,Q1,Maryland,"106,411.14","92,846.34","13,905.97","6,683.98",,552.15,"30,273.61",176
2020,Q1,Massachusetts,"133,635.28","66,204.50","28,231.02","20,374.59",235.56,188.39,"46,507.34",197
2020,Q1,Michigan,"340,172.97","209,440.74","63,311.82","24,965.71",,"1,338.91","145,393.03",605
2020,Q1,Minnesota,,,"24,879.16","24,378.17",,309.65,"74,009.31",286
2020,Q1,Mississippi,"4,295.70",,,,,,"1,438.16",25
2020,Q1,Missouri,,,,"7,964.61",,300.12,,212
2020,Q1,Montana,"36,485.18","12,569.10","7,449.31","11,017.50",,423.31,"16,712.47",128
2020,Q1,Nebraska,"13,738.31",,"1,722.92","6,898.70",0,182.91,"5,722.12",73
2020,Q1,Nevada,"18,501.11","4,295.49","5,042.32","5,417.09",0,,"3,931.06",71
2020,Q1,New Hampshire,,,,"13,179.58",,412.95,,186
2020,Q1,New Jersey,,,,"17,375.30",,394.75,,151
2020,Q1,New Mexico,"32,628.58","14,509.13","7,871.15","6,471.47",0,84.12,"14,661.60",666
2020,Q1,New York,"2,504,499.12","1,994,012.41","75,432.30","28,218.41","31,020.62",905.66,"783,057.15",135
2020,Q1,North Carolina,"311,252.01","239,220.94","58,178.25","35,788.55",,789.7,"140,647.11",491
2020,Q1,North Dakota,"2,358.81",0,0,"2,195.32",0,,"1,051.48",31
2020,Q1,Ohio,"4,345,032.77","3,803,158.20","277,361.31","26,333.72",,"1,391.19","860,528.32",482
2020,Q1,Oklahoma,"6,255.47",0,181.18,"4,878.88",0,110.88,"3,532.69",88
2020,Q1,Oregon,"354,179.70","217,137.33","61,584.43","22,107.00","1,148.68",729.21,"123,370.32",428
2020,Q1,Pennsylvania,"1,707,899.26","1,479,508.55","146,197.21","21,350.10",,"2,121.91","476,814.29",619
2020,Q1,Rhode Island,"18,135.51","8,673.26","3,070.62","4,260.79",0,93.4,"4,389.33",51
2020,Q1,South Carolina,"20,278.73","3,683.13","2,612.16","9,705.71",,471.84,"17,371.10",131
2020,Q1,South Dakota,"4,161.44",,,"2,828.43",0,,"2,138.40",58
2020,Q1,Tennessee,"897,943.48","782,629.30","5,543.52","16,459.45",,715.44,"206,288.93",196
2020,Q1,Texas,"4,393,253.15","3,724,057.19","211,919.43","43,423.59",,"1,574.23","955,232.38",526
2020,Q1,Utah,"49,485.89","19,148.49","9,391.34","7,903.04",0,,"17,537.55",54
2020,Q1,Vermont,"84,839.65","41,647.53","15,876.62","8,301.87",,89.93,"18,562.71",106
2020,Q1,Virginia,"3,555,099.73","2,873,743.74","230,362.81","37,871.48","183,786.60",254.66,"689,456.41",420
2020,Q1,Washington,"143,716.36","51,042.78","41,741.66","29,507.71",,510.91,"44,600.34",627
2020,Q1,West Virginia,"2,844.75",,852.76,"1,860.75",0,20.65,"1,910.57",35
2020,Q1,Wisconsin,"2,539,877.00","1,979,666.40",,"19,186.00","6,264.33",653.09,"847,255.93",365
2020,Q1,Wyoming,"13,274.02",,"4,086.66","3,185.17",,107.73,"4,062.41",51
2020,Q2,Alabama,"17,271.67",,674.56,"12,107.42",0,,"6,093.62",68
2020,Q2,Alaska,"37,735.91",,"2,975.50","9,350.29",0,195.69,"16,169.18",66
2020,Q2,Arizona,"127,979.63",,"7,351.06","7,953.01",0,193.8,,170
2020,Q2,Arkansas,"7,652.20",,,"3,290.36",0,19.46,"2,975.14",70
2020,Q2,California,"4,800,753.00","4,272,852.24","65,277.72","98,680.00","161,876.93","1,841.00","1,368,131.72",1465
2020,Q2,Colorado,"5,393,426.71","4,836,076.82","129,538.99","31,173.58","4,370.83","1,234.92","1,596,947.24",561
2020,Q2,Connecticut,"45,757.79","29,005.32","2,201.40","10,194.81",0,68.34,"8,727.50",162
2020,Q2,Delaware,,,,"2,716.40",,,,47
2020,Q2,District of Columbia,"4,937.40",0,0,"5,098.78",0,,"2,941.64",17
2020,Q2,Florida,,,"95,252.78","27,010.48","11,364.16","1,117.25","502,667.79",500
2020,Q2,Georgia,"3,499,493.48","3,244,261.88","39,879.70","19,419.06",,656.56,"837,078.37",186
2020,Q2,Hawaii,"5,105.10",,272.82,871.04,,,"7,423.14",44
2020,Q2,Idaho,"8,738.91","8,929.92","1,695.53","3,250.11",0,,"7,437.96",118
2020,Q2,Illinois,"369,470.98","348,462.21","2,197.93","28,712.58",,615.51,"71,996.50",405
2020,Q2,Indiana,"37,173.73","16,880.40","3,959.19","11,443.97",0,232.26,"15,957.64",277
2020,Q2,Iowa,"31,566.36","10,704.01","1,202.61","14,101.95",,102.6,"11,065.84",149
2020,Q2,Kansas,"6,239.02",,"1,134.65","2,993.78",0,67.98,"3,327.67",78
2020,Q2,Kentucky,"57,552.69",,876.63,"4,200.68",0,,"23,395.63",118
2020,Q2,Louisiana,"42,646.68",,,"16,774.09",,117.19,"21,646.97",68
2020,Q2,Maine,"44,852.89","26,266.49","2,731.21","10,357.63",,58.87,"23,788.14",293
2020,Q2,Maryland,"117,398.04","117,829.94","3,042.84","6,330.77",,850.07,"31,545.40",176
2020,Q2,Massachusetts,"121,712.85","85,785.31","5,047.07","23,764.66",,149.86,"45,315.45",197
2020,Q2,Michigan,"386,638.95","331,121.56","13,725.50","20,324.01",,818.84,"131,562.67",605
2020,Q2,Minnesota,"867,303.45","789,026.67","3,841.82","22,960.41",,217.43,"80,186.66",286
2020,Q2,Mississippi,"3,991.19",,,"1,938.57",0,,"1,610.51",25
2020,Q2,Missouri,,,,"6,844.53",,299.39,,212
2020,Q2,Montana,"39,915.42","19,353.94","5,777.98","11,962.18",0,503.22,"14,964.32",128
2020,Q2,Nebraska,"10,675.95",,755.19,"6,239.71",0,129.33,"4,537.64",73
2020,Q2,Nevada,"11,348.08","5,755.38","1,311.70","2,599.97",0,,"2,532.22",71
2020,Q2,New Hampshire,,,,"12,031.66",,229.55,,186
2020,Q2,New Jersey,,,,"19,333.82",0,880.96,,151
2020,Q2,New Mexico,"32,435.46","21,088.29","2,281.92","4,866.97",0,43.14,"14,468.96",666
2020,Q2,New York,"2,609,954.63","2,424,880.64","21,842.79","28,581.68",,502.99,"694,629.89",135
2020,Q2,North Carolina,"355,135.48","334,623.24","12,621.31","34,200.24",,797.62,"133,558.05",491
2020,Q2,North Dakota,"2,692.77",0,0,"2,438.83",0,,"1,092.86",31
2020,Q2,Ohio,"4,777,364.11","4,443,945.25","97,072.95","24,384.48",,840.93,"920,145.84",482
2020,Q2,Oklahoma,"8,052.61",0,210.84,"6,140.93",0,120.66,"3,961.85",88
2020,Q2,Oregon,"416,467.95","350,529.03","18,293.13","24,339.28",756.17,340.79,"119,494.00",428
2020,Q2,Pennsylvania,"1,929,141.84","1,756,128.36","35,944.74","18,559.66",,"1,219.30","502,726.76",619
2020,Q2,Rhode Island,"21,947.70","15,685.94",808.72,"3,612.40",0,,"5,984.66",51
2020,Q2,South Carolina,"19,548.61","5,492.88","1,592.76","9,420.55",,624.4,"17,876.89",131
2020,Q2,South Dakota,"3,782.19",,,"2,590.58",0,,"2,183.56",58
2020,Q2,Tennessee,"998,469.24","938,688.13","2,373.47","14,676.01",,637.61,"173,212.15",196
2020,Q2,Texas,"4,998,973.55","4,503,494.08","84,566.86","45,751.47",,"1,261.46","1,005,719.40",526
2020,Q2,Utah,"33,631.48","22,435.09","1,594.92","7,968.27",,33.02,"12,949.85",54
2020,Q2,Vermont,"87,313.16","56,000.07","2,487.30","7,246.36",,37.36,"24,732.92",106
2020,Q2,Virginia,"3,710,798.76","3,431,851.06","61,976.53","35,918.37",,149.05,"724,384.71",420
2020,Q2,Washington,"134,249.77","74,438.13","13,675.37","27,102.54",,426.66,"45,300.34",627
2020,Q2,West Virginia,"2,859.64",,365.17,"2,435.75",0,2.3,"2,130.71",35
2020,Q2,Wisconsin,"3,072,370.00","2,689,792.59",,"18,984.00","10,534.52",556.71,"826,859.00",365
2020,Q2,Wyoming,"9,701.97",,,"2,253.79",,271.5,"3,166.32",51
2020,Q3,Alabama,"19,604.17",,"1,504.26","12,730.08",0,,"5,867.61",68
2020,Q3,Alaska,"49,030.93",,"7,802.50","10,128.74",0,218.54,"17,225.23",66
2020,Q3,Arizona,"176,673.07",,"13,171.96","9,559.34",0,361.31,,170
2020,Q3,Arkansas,"10,782.26",,,"5,950.63",0,30.98,"3,184.48",70
2020,Q3,California,"4,059,252.00","3,688,156.64","149,950.76","131,728.00",,"1,708.52","1,060,394.46",1465
2020,Q3,Colorado,"5,842,697.78","5,142,975.30","277,443.78","45,433.17","6,341.16","1,782.47","1,697,372.17",561
2020,Q3,Connecticut,"62,350.35","39,187.13","5,635.33","9,531.64",,413.42,"24,059.26",162
2020,Q3,Delaware,,,,"4,279.28",0,,,47
2020,Q3,District of Columbia,"7,122.15",0,0,"6,633.84",0,,"3,151.25",17
2020,Q3,Florida,,,"165,786.83","34,643.49",,864.46,"541,204.08",500
2020,Q3,Georgia,"3,711,590.13","3,295,595.87","68,841.22","24,185.96",,476.71,"801,437.28",186
2020,Q3,Hawaii,"8,623.23",,"1,243.28","1,102.16",,,"7,428.17",44
2020,Q3,Idaho,"12,053.65","10,482.41","3,021.83","4,260.60",0,,"7,189.88",118
2020,Q3,Illinois,"400,668.09","357,617.83","19,309.79","30,174.28",,683.71,"68,717.88",405
2020,Q3,Indiana,"63,178.82","31,540.85","9,924.51","14,673.16",0,162.18,"20,732.94",277
2020,Q3,Iowa,"38,184.57","12,220.55","3,070.38","16,777.05",,171.62,"12,438.77",149
2020,Q3,Kansas,"7,908.17",,"1,534.48","3,399.01",0,139.44,"5,142.39",78
2020,Q3,Kentucky,"77,367.75",,"3,698.27","8,162.30",0,,"32,965.54",118
2020,Q3,Louisiana,"58,354.71",,,"18,613.16",,133.87,"28,024.56",68
2020,Q3,Maine,"72,685.80","33,769.81","15,963.44","17,884.46",0,,"27,174.48",293
2020,Q3,Maryland,"105,062.28","100,002.63","9,967.62","9,032.61",,"1,572.31","33,500.57",176
2020,Q3,Massachusetts,"156,504.17","102,412.66","19,327.64","27,903.02",,178.39,"37,626.45",197
2020,Q3,Michigan,"420,191.79","294,555.91","44,488.95","33,099.40",,"1,378.93","140,658.03",605
2020,Q3,Minnesota,"1,087,129.04","988,858.73","20,306.20","32,350.08",,489.51,"84,050.91",286
2020,Q3,Mississippi,"5,786.89",,,"3,172.13",0,,"1,456.34",25
2020,Q3,Missouri,,,,"9,508.05",,318.01,,212
2020,Q3,Montana,"50,562.01","19,632.67","8,506.50","16,585.72",0,681.99,"13,251.00",128
2020,Q3,Nebraska,"13,907.86",,"1,329.39","7,661.22",0,166.07,"4,628.16",73
2020,Q3,Nevada,"16,729.53","6,468.52","3,886.26","3,314.67",0,,"2,450.07",71
2020,Q3,New Hampshire,,,,"16,823.84",,595,,186
2020,Q3,New Jersey,"1,003,719.82","1,155,110.98",,"25,361.41",0,705.4,"234,274.94",151
2020,Q3,New Mexico,"32,854.93","17,177.34","5,084.46","7,097.69",0,211.74,"15,747.67",666
2020,Q3,New York,"2,685,227.97","2,516,276.44","57,164.27","38,041.73",,923.9,"639,627.00",135
2020,Q3,North Carolina,"374,341.55","303,491.05","38,736.43","44,847.58",,810.75,"139,395.43",491
2020,Q3,North Dakota,"3,161.49",0,0,"2,874.17",0,,"1,298.11",31
2020,Q3,Ohio,"4,954,426.58","4,480,883.71","221,634.40","34,309.56","19,562.23","1,008.21","927,418.04",482
2020,Q3,Oklahoma,"9,274.56",0,272.25,"7,407.27",0,217.02,"4,136.37",88
2020,Q3,Oregon,"412,979.36","293,554.62","47,113.89","33,117.85","1,397.51",375.67,"121,125.56",428
2020,Q3,Pennsylvania,"2,270,389.47","1,951,192.47","100,570.74","22,004.87",,"1,626.15","479,641.67",619
2020,Q3,Rhode Island,"26,125.00","14,094.72","1,868.04","6,761.50",0,,"5,312.44",51
2020,Q3,South Carolina,"28,044.06","5,515.13","2,481.49","14,586.91",,506.86,"18,611.81",131
2020,Q3,South Dakota,"5,645.13",,,"3,672.92",0,,"2,056.12",58
2020,Q3,Tennessee,"1,097,754.04","904,126.94","3,997.60","19,528.25",,803.56,"228,536.61",196
2020,Q3,Texas,"5,355,442.01","4,692,764.03","155,855.62","51,290.79",,"1,242.28","1,074,610.27",526
2020,Q3,Utah,"43,391.86","20,034.37","4,927.43","10,941.39",0,,"14,141.96",54
2020,Q3,Vermont,"92,315.07","63,166.72","8,910.32","8,938.63",0,,"20,456.87",106
2020,Q3,Virginia,"3,770,733.17","3,541,857.37","148,253.01","44,309.30",,282.78,"700,576.83",420
2020,Q3,Washington,"177,946.83","79,402.76","30,722.03","41,766.87",,489.61,"49,277.51",627
2020,Q3,West Virginia,"3,606.14",,327.54,"2,300.23",0,,"2,096.20",35
