Jurisdiction,Postal Code,FIPS Code,Policies as of,Control,Specific Excise Tax Per Gallon for 5% Alcohol,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Additional Taxes for 3.2-6% Alcohol,Notes,Citations Count,Citations,Juris Note,Row Note
Minnesota,MN,27,1/1/2017,0,$0.15,,2.50%,0,,2.50%,,2.50%,0,,2.50%,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2018,0,$0.15,,0.025,0,,0.025,,0.025,0,,0.025,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2019,0,$0.15,,0.025,0,,0.025,,0.025,0,,0.025,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2020,0,$0.15,,0.025,0,,0.025,,0.025,0,,0.025,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2021,0,$0.15,,0.025,0,,0.025,,0.025,0,,0.025,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2022,0,$0.15,,0.025,0,,0.025,,0.025,0,,0.025,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Minnesota,MN,27,1/1/2023,0,$0.15,,2.50%,0,,2.50%,,2.50%,0,,2.50%,$0.08 per gallon for beverages containing an alcohol content of 4% or less.,"Row Note: 

            With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor.",7 Citations,"EB: 2001 Minn. Laws 1SS 5, §§ 90, 95

EB: 2005 Minn. Laws 1SS 3, § 9

CS: Minn. Stat. § 295.75

CS: Minn. Stat. § 297A.62

CS: Minn. Stat. § 297G.01

CS: Minn. Stat. § 297G.04

CS: Minn. Stat. § 340A.101",,"With respect to malt liquor containing 4 percent alcohol or less, the 2.5% Retail Tax is only applied when sold at an on-sale or off-sale municipal liquor store or other establishment licensed to sell any type of intoxicating liquor."
Mississippi,MS,28,1/1/2010,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2011,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2012,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2013,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2014,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2015,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2016,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2017,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2018,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2019,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2020,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2021,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2022,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Mississippi,MS,28,1/1/2023,0,$0.43,,,0,,,,,0,,,,,3 Citations,"CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 27-71-307

CS: Miss. Code Ann. § 67-3-5",,
Missouri,MO,29,1/1/2010,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2011,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2012,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2013,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2014,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2015,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2016,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2017,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2018,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2019,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2020,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2021,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2022,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Missouri,MO,29,1/1/2023,0,$0.06,,,0,,,,,0,,,,,4 Citations,"CS: Mo. Rev. Stat. § 311.020

CS: Mo. Rev. Stat. § 311.490

CS: Mo. Rev. Stat. § 311.520

CR: Mo. Code Regs. Ann. tit. 11, § 70-2.080",,
Montana,MT,30,1/1/2010,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2011,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2012,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2013,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2014,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2015,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2016,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2017,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2018,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2019,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2020,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2021,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2022,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Montana,MT,30,1/1/2023,0,$0.14,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",3 Citations,"CS: Mont. Code Ann. § 16-1-102

CS: Mont. Code Ann. § 16-1-106

CS: Mont. Code Ann. § 16-1-406

CS: Mont. Code Ann. § 16-1-406","For the period January 1, 2004 through September 30, 2017, the reported tax rate is for brewers who produce more than 20,000 barrels of beer per year. For the period beginning October 1, 2017, the reported tax rate is for brewers who produce more than 10,000 barrels of beer per year. See Mont. Code Ann. § 16-1-406(1) (as amended by 2017 Montana Laws Ch. 271).",
Nebraska,NE,31,1/1/2010,0,$0.31,,,0,,,,,0,,,,,4 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
Nebraska,NE,31,1/1/2011,0,$0.31,,,0,,,,,0,,,,,5 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
Nebraska,NE,31,1/1/2012,0,$0.31,,,0,,,,,0,,,,,5 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
Nebraska,NE,31,1/1/2013,0,$0.31,,,0,,,,,0,,,,,5 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
Nebraska,NE,31,1/1/2014,0,$0.31,,,0,,,,,0,,,,,5 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
Nebraska,NE,31,1/1/2015,0,$0.31,,,0,,,,,0,,,,,5 Citations,"EB: 2003 Neb. Laws 283, § 1

EB: 2003 Neb. Laws 759, § 1

EB: 2010 Neb. Laws 861, § 11

CS: Neb. Rev. Stat. § 53-103.03

CS: Neb. Rev. Stat. § 53-160

CS: Neb. Rev. Stat. § 53-103",,
